ProjectOrder,Batch,Slot,QuestionID,Stage,StageName,LogicalTopic,Domain,Module,Subtopic,Difficulty,Question
1045,209,5,Q0799,13,"Algorithms, Recursion & Coding Problems","Algorithms, Recursion & Coding Problems",Problem Solving,"Algorithms, Recursion & Coding Problems",Stream API,D3 Applied,"Given a List of Numbers, find the Duplicate Elements using Stream API."
1046,210,1,Q0050,13,"Algorithms, Recursion & Coding Problems","Strings, StringBuilder & StringBuffer",Java Fundamentals,"Strings, StringBuilder & StringBuffer",Strings,D3 Applied,You are given a list of strings and have to arrange the strings into groups based on character similarity. How would you solve it?
1047,210,2,Q0051,13,"Algorithms, Recursion & Coding Problems","Strings, StringBuilder & StringBuffer",Java Fundamentals,"Strings, StringBuilder & StringBuffer",Strings,D3 Applied,"You are given two Strings, one main String and one substring. Check whether the substring exists in the main String without using direct built-in substring-checking methods."
1048,210,3,Q0052,13,"Algorithms, Recursion & Coding Problems","Strings, StringBuilder & StringBuffer",Java Fundamentals,"Strings, StringBuilder & StringBuffer",Strings,D3 Applied,Write a program to find the first non-repeating character in a String.
1049,210,4,Q0053,13,"Algorithms, Recursion & Coding Problems","Strings, StringBuilder & StringBuffer",Java Fundamentals,"Strings, StringBuilder & StringBuffer",Strings,D3 Applied,"You are given a String containing numbers followed by alphabets, such as 3a2b. Produce output equivalent to three a characters and two b characters. How would you solve it?"
1050,210,5,Q0054,13,"Algorithms, Recursion & Coding Problems","Strings, StringBuilder & StringBuffer",Java Fundamentals,"Strings, StringBuilder & StringBuffer",Strings,D3 Applied,Find the Longest Palindromic Substring in a given String.
1051,211,1,Q2063,13,"Algorithms, Recursion & Coding Problems","Methods, Arrays & Enums",Java Fundamentals,"Methods, Arrays & Enums",Methods / Arrays / Enums,D1 Foundation,"What is recursion, and what is a base case?"
1052,211,2,Q0800,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",Cohesion,D1 Foundation,Have you heard about Cohesion?
1053,211,3,Q0801,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",Design Patterns / SOLID,D2 Core,Give me an example of a design pattern which is based on the Open/Closed Principle.
1054,211,4,Q0802,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",Design Patterns / SOLID,D2 Core,"A Payment Module supports Razorpay, PayPal and Stripe, with new Providers expected every quarter. How would you design it so new Providers can be added without major changes?"
1055,211,5,Q0803,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",OOP / Coupling,D2 Core,What is the difference between Loose Coupling and Tight Coupling?
1056,212,1,Q0804,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",OOP / Design Principles,D2 Core,Do you know about composition over inheritance principle?
1057,212,2,Q0806,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID / Liskov Substitution Principle,D2 Core,"A Square extends Rectangle, which has setWidth() and setHeight(). Does this violate the Liskov Substitution Principle?"
1058,212,3,Q0808,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D2 Core,Can you explain the Liskov Substitution Principle?
1059,212,4,Q0809,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D2 Core,Can you explain the Single Responsibility Principle?
1060,212,5,Q0810,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D2 Core,"In SOLID principles, can you explain Liskov Substitution and Interface Segregation with real examples?"
1061,213,1,Q0811,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D2 Core,What about the Open/Closed Principle?
1062,213,2,Q0812,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D2 Core,"A class is doing database logic, email and validation. Which SOLID principle is violated?"
1063,213,3,Q0813,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D2 Core,Can strictly following every SOLID Principle ever make the Code worse?
1064,213,4,Q0805,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",Singleton / SOLID,D2 Core,Does the Singleton Design Pattern violate SOLID Principles?
1065,213,5,Q0814,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",Strategy Pattern / SOLID,D2 Core,What's the similarity between Strategy pattern and the Open/Closed Principle from SOLID?
1066,214,1,Q0815,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D4 Experience,Are you guys following SOLID principles?
1067,214,2,Q0816,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D4 Experience,Can you give me an example where you have applied a SOLID principle in your code?
1068,214,3,Q0817,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D4 Experience,Which SOLID principle do you use most in your projects?
1069,214,4,Q0818,14,"SOLID, Clean Code & Design Patterns","SOLID, Cohesion & Clean Code",Design & Architecture,"SOLID, Cohesion & Clean Code",SOLID Principles,D4 Experience,Have you encountered a SOLID Principle violation in your code and fixed it?
1070,214,5,Q0819,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D1 Foundation,Have you heard about the Adapter Design Pattern?
1071,215,1,Q0820,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D1 Foundation,What is the Double-Checked Locking Pattern for Singleton?
1072,215,2,Q0821,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D1 Foundation,What are Lazy and Eager Singleton implementations?
1073,215,3,Q0822,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Builder Design Pattern,D2 Core,What does the Builder design pattern do?
1074,215,4,Q0823,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Builder Design Pattern,D2 Core,You have a complex object with optional fields. How would the Builder pattern help compared to telescoping constructors?
1075,215,5,Q0824,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Builder Design Pattern,D2 Core,You are designing an API for creating a complex configuration object. Which Design Pattern would you choose to facilitate ease of use and flexibility in object creation?
1076,216,1,Q0825,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,Do you know about design patterns?
1077,216,2,Q0826,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,Can you tell me the purpose of design patterns? Why do developers introduce design patterns?
1078,216,3,Q0827,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,Do you know about the Proxy design pattern?
1079,216,4,Q0828,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,What's the difference between Factory design pattern and Builder pattern?
1080,216,5,Q0829,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,Tell me one Design Pattern that you know best.
1081,217,1,Q0830,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,How do you choose the appropriate Design Pattern for a particular problem? What criteria do you use?
1082,217,2,Q0831,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D2 Core,What is the difference between the Factory Pattern and Strategy Pattern?
1083,217,3,Q0832,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns / Template Method,D2 Core,"You have a Superclass method that all Subclasses should use, but some Subclasses require additional steps. How would you design this?"
1084,217,4,Q0833,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Factory Design Pattern,D2 Core,Do you know about the Factory pattern?
1085,217,5,Q0834,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Observer Design Pattern,D2 Core,Let's say a YouTube publisher has a channel with multiple subscribers. Which design pattern can be used here?
1086,218,1,Q0835,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,Can you tell me about Singleton classes?
1087,218,2,Q0836,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,How can we create Singleton classes?
1088,218,3,Q0837,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,What is the difference between Lazy and Eager Singleton?
1089,218,4,Q0838,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,"There are multiple Singleton implementations, such as enum-based implementation. Which one is the best?"
1090,218,5,Q0839,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,Can you discuss the different ways to create a Singleton and their trade-offs?
1091,219,1,Q0840,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,Can you tell me a use case of the Singleton pattern?
1092,219,2,Q0841,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,Can you create multiple instances of a Singleton class in Java?
1093,219,3,Q0842,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,"In a Singleton class, forget about Enum implementation. Even if we make it thread-safe using double locking, can we still create multiple instances?"
1094,219,4,Q0843,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,Have you worked with Singleton classes? Can you explain Singleton?
1095,219,5,Q0844,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D2 Core,"Can a Private Constructor used for Singleton be bypassed using Reflection, Serialization or Cloning?"
1096,220,1,Q0845,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Cloning,D2 Core,How can we prevent a Singleton object from cloning? What strategy or methods can be used for preventing the Singleton object from being cloned?
1097,220,2,Q0846,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Cloning,D2 Core,What happens if you Clone a Singleton Class?
1098,220,3,Q0847,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Enum,D2 Core,We don't write synchronized or other locking code in an Enum Singleton. Why is it thread-safe?
1099,220,4,Q0848,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Multithreading,D2 Core,Are these thread-safe?
1100,220,5,Q0849,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Multithreading,D2 Core,How will you create a thread-safe Singleton in Java using double-check locking?
1101,221,1,Q0850,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Reflection / Serialization,D2 Core,Can we create multiple Singleton instances via Reflection or Serialization?
1102,221,2,Q0851,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Serialization,D2 Core,What problems can Serialization and Reflection cause in a Singleton implementation?
1103,221,3,Q0852,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Thread Safety,D2 Core,Your colleague creates a Singleton class and you notice it is not Thread-Safe. How would you fix it?
1104,221,4,Q0854,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D3 Applied,"If someone asks you to write the best implementation of Singleton design pattern, what would you write, enum-based or double locking?"
1105,221,5,Q0855,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D3 Applied,Can you describe how you would implement a Singleton pattern in Java?
1106,222,1,Q0856,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton / Enum,D3 Applied,"How can we implement the Singleton design pattern through Enum, and how is it thread-safe?"
1107,222,2,Q0857,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Builder Pattern,D4 Experience,You said you have worked on Builder pattern. Can you tell me the use case where you have used it in your project?
1108,222,3,Q0858,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Design Patterns,D4 Experience,Where have you used it and why?
1109,222,4,Q0859,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D4 Experience,Have you created a Singleton before?
1110,222,5,Q0860,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Singleton,D4 Experience,What real problems can the Singleton Design Pattern cause in Production?
1111,223,1,Q0861,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,Strategy Design Pattern,D4 Experience,Where have you used Strategy pattern in your project or anywhere?
1112,223,2,Q0862,14,"SOLID, Clean Code & Design Patterns",Design Patterns,Design & Architecture,Design Patterns,System Design / Design Patterns,D5 Advanced/Design,"How would you design a Payment Module supporting Card, UPI and Wallet payments?"
1113,223,3,Q0873,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",AI / Unit Testing,D1 Foundation,What is the solution to relying on AI for writing test cases without gaining the underlying experience?
1114,223,4,Q0863,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D1 Foundation,What is JUnit?
1115,223,5,Q0864,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D1 Foundation,What are the mandatory or important annotations used while writing JUnit test cases?
1116,224,1,Q0874,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito,D1 Foundation,What is the @Spy annotation?
1117,224,2,Q0875,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito / Spring Boot Testing,D1 Foundation,What are the benefits of using the @MockBean annotation?
1118,224,3,Q0876,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing / Code Coverage,D1 Foundation,What is a standard percentage for code coverage?
1119,224,4,Q0877,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",AI / Unit Testing,D2 Core,"If AI is writing your JUnit test cases, what are you guys learning?"
1120,224,5,Q0878,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",AI / Unit Testing,D2 Core,How would you face real JUnit testing challenges if you are asking AI to write the test cases?
1121,225,1,Q0879,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",AI / Unit Testing,D2 Core,"If a fresher relies on AI to write JUnit test cases, how would that fresher gain the real issues, scenarios and challenges that an experienced developer knows?"
1122,225,2,Q0865,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D2 Core,Do you know the difference between JUnit 5 and JUnit 4?
1123,225,3,Q0866,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D2 Core,What if the test class is not public? What would happen?
1124,225,4,Q0867,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D2 Core,Can you briefly explain JUnit test cases and why we use them?
1125,225,5,Q0880,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",JUnit / Mockito,D2 Core,How do JUnit and Mockito help with unit testing in Java projects?
1126,226,1,Q0881,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",JUnit / Spring Boot Testing,D2 Core,Do you know about some annotations used before writing JUnit test cases?
1127,226,2,Q0882,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito,D2 Core,Do you know about Mockito framework?
1128,226,3,Q0883,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito,D2 Core,Why do we need Mockito framework?
1129,226,4,Q0884,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito,D2 Core,What's the role of Mockito?
1130,226,5,Q0885,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito,D2 Core,What is the difference between @Mock and @InjectMocks?
1131,227,1,Q0886,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito / PowerMock,D2 Core,When would you use PowerMock instead of Mockito?
1132,227,2,Q0887,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito / Spring Boot Testing,D2 Core,What is the difference between @MockBean and @Mock?
1133,227,3,Q0891,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D2 Core,"Can we deploy our application without JUnit test cases, or are they mandatory?"
1134,227,4,Q0892,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D2 Core,Are you aware of other testing approaches such as End-to-End Testing and Regression Testing?
1135,227,5,Q0893,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing / Code Coverage,D2 Core,How would you exclude a File from Code Coverage?
1136,228,1,Q0894,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,What's the purpose of unit testing in software development?
1137,228,2,Q0895,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,How can we test a static method?
1138,228,3,Q0896,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,Why are unit test cases important?
1139,228,4,Q0897,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,Should test cases be there for async methods?
1140,228,5,Q0898,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,Why should test cases be written for async methods?
1141,229,1,Q0899,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,Why do we use JUnit test cases if an application can be deployed without them?
1142,229,2,Q0901,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D2 Core,How would you Unit Test a Class containing Private Methods with no Setters or Public Constructors?
1143,229,3,Q0902,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing / Async,D2 Core,How would you write a Unit Test for an Asynchronous Method?
1144,229,4,Q0903,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing / CI,D2 Core,A Unit Test fails only on CI but passes locally. What are the possible causes?
1145,229,5,Q0905,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing / Reflection,D2 Core,How would you Unit Test a Class that uses Private Methods and has no Setters or Public Constructors?
1146,230,1,Q0906,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",AI / Unit Testing,D4 Experience,Why are you using AI to write your test cases?
1147,230,2,Q0907,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",API Testing,D4 Experience,On what platform are you testing your API?
1148,230,3,Q0868,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D4 Experience,Do you guys write JUnit test cases as well?
1149,230,4,Q0869,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D4 Experience,Do you have experience in JUnit test cases?
1150,230,5,Q0870,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D4 Experience,"Which version are you more comfortable with for unit test cases, JUnit 4 or JUnit 5?"
1151,231,1,Q0871,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D4 Experience,Did you get a chance to work with JUnit 5?
1152,231,2,Q0872,15,"JUnit, Mockito & General Testing",JUnit & Unit Testing,Testing,JUnit & Unit Testing,JUnit,D4 Experience,Have you used Assertions in your Unit Test cases?
1153,231,3,Q0908,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Legacy Code / Testing,D4 Experience,You find Legacy Code with no Unit Test coverage. What would be your approach before modifying or refactoring it?
1154,231,4,Q0909,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Mockito,D4 Experience,Have you used the @InjectMocks annotation?
1155,231,5,Q0911,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D4 Experience,How are you guys doing test cases and testing? How are you guys testing your application?
1156,232,1,Q0912,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D4 Experience,How do you perform testing in your project? Can you tell me step by step?
1157,232,2,Q0913,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D4 Experience,What about the testing efforts within that one-week Sprint?
1158,232,3,Q0914,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D4 Experience,What's the testing strategy in your current project?
1159,232,4,Q0915,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D4 Experience,Do you write Integration Test cases or End-to-End tests?
1160,232,5,Q0916,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing,D4 Experience,Have you implemented Integration Tests or Unit Tests?
1161,233,1,Q0917,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing / Code Coverage,D4 Experience,What's the code coverage rule in your project?
1162,233,2,Q0918,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing / Code Coverage,D4 Experience,What is the test coverage in your project?
1163,233,3,Q0919,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Testing / Regression,D4 Experience,How do you ensure your code changes do not break existing functionality? What steps do you usually take?
1164,233,4,Q0921,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D4 Experience,Have you ever tested a static method?
1165,233,5,Q0922,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D4 Experience,Do you guys write unit test cases?
1166,234,1,Q0923,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D4 Experience,"Do you guys write JUnit test cases yourself, or do you ask AI to write them?"
1167,234,2,Q0924,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing,D4 Experience,What's your approach to writing a test case?
1168,234,3,Q0925,15,"JUnit, Mockito & General Testing","Mockito, Integration, Regression & Test Strategy",Testing,"Mockito, Integration, Regression & Test Strategy",Unit Testing / Async,D4 Experience,Did you get a chance to write a test case for an async method?
1169,234,4,Q0926,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Gradle,D1 Foundation,What is the Gradle Build Lifecycle?
1170,234,5,Q0927,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,JUnit / Maven,D1 Foundation,What is the Dependency for JUnit?
1171,235,1,Q0928,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D1 Foundation,What is the role of pom.xml in a Spring Boot project?
1172,235,2,Q0929,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D1 Foundation,What is the purpose of dependencyManagement inside pom.xml?
1173,235,3,Q0930,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D1 Foundation,What is an Effective POM?
1174,235,4,Q0931,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Gradle / Dependency Management,D2 Core,Maven stores downloaded Dependencies in the .m2 folder. How is Dependency storage handled in Gradle?
1175,235,5,Q0932,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,Can you explain the Maven lifecycle and its phases?
1176,236,1,Q0933,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,"Do you know about Maven, like what Maven is and why are we using Maven in our project?"
1177,236,2,Q0934,16,"Build, Source Control, IDEs, Logging & Code Quality",Maven & Gradle,Engineering Tools,Maven & Gradle,Maven,D2 Core,What's the difference between mvn clean and mvn install?
